input_table	_c1	tablename	dev_owner	owner_src
gd_cdm.dwd_gd_trvl_route_path_drv_di	143537,217551841,gd_ads.dws_gd_trvl_change_path_di,gd_cdm.dwd_gd_trvl_linkpair_trail_di;143537,217572322,gd_cdm.dwd_gd_trvl_opposite_strategy_di,gd_cdm.dwd_gd_trvl_log_trail_di;143537,217550814,gd_cdm.dwd_gd_trvl_alley_5link_di,;143537,233474156,gd_cdm.dwd_gd_trvl_opposite_strategy_di,;350347,261568429,gd_cdm.dwd_gd_trvl_nopenalty_path_circle_di,gd_ads.dws_gd_trvl_navi_metric_drv_di;143537,217551841,autonavi_navi.dwd_gd_trvl_yaw_circle_route_valid_connect_drv_di_mid,gd_cdm.dwd_gd_trvl_linkpair_trail_di;350347,261568429,gd_cdm.dwd_gd_trvl_highway_di,gd_ads.dws_gd_trvl_navi_metric_drv_di;350347,242142609,gd_cdm.dwd_gd_trvl_opposite_strategy_di,gd_cdm.dwd_gd_trvl_path_detail_di;143537,217551841,autonavi_navi.dwd_gd_trvl_car_penalty_combine_reroute_circle_drv_di,gd_cdm.dwd_gd_trvl_linkpair_trail_di;143537,217551841,gd_cdm.dwd_gd_trvl_highway_di,gd_cdm.dwd_gd_trvl_linkpair_trail_di;350347,268703761,gd_ads.ads_gd_trvl_change_toll_drv_1d,gd_cdm.dws_gd_change_path_add_toll_di;350347,242142609,gd_ads.dws_gd_trvl_change_path_di,gd_cdm.dwd_gd_trvl_path_detail_di;143537,217572322,autonavi_navi.dwd_gd_trvl_car_penalty_combine_reroute_circle_drv_di,gd_cdm.dwd_gd_trvl_log_trail_di;143537,217572322,autonavi_navi.dwd_gd_trvl_yaw_circle_route_valid_connect_drv_di_mid,gd_cdm.dwd_gd_trvl_log_trail_di;350347,242142609,gd_cdm.dwd_gd_trvl_highway_di,gd_cdm.dwd_gd_trvl_path_detail_di	gd_cdm.dwd_gd_trvl_route_path_drv_di	205682	205682
gd_cdm.dwd_gd_trvl_valid_navi_route_drv_di	143537,203992510,gd_cdm.dwd_gd_trvl_circle_detail_di,autonavi_navi.dwd_gd_trvl_car_navi_trail_penalty_drv_di;143537,203992510,gd_cdm.dwd_gd_trvl_circle_detail_di,autonavi_navi.dwd_gd_trvl_car_navi_trail_penalty_drv_di	gd_cdm.dwd_gd_trvl_valid_navi_route_drv_di	143537	143537
gd_cdm.dws_gd_change_path_add_toll_di	350347,267639907,gd_ads.ads_gd_trvl_change_toll_drv_1d,	gd_cdm.dws_gd_change_path_add_toll_di	350347	350347
gd_cdm.dws_gd_trvl_coverage_1d	143537,203544688,autonavi_navi.dwd_gd_trvl_yaw_circle_route_valid_connect_drv_di_mid,autonavi_navi.dwd_gd_trvl_yaw_circle_route_valid_connect_drv_di	gd_cdm.dws_gd_trvl_coverage_1d	143537	143537
gd_cdm.dws_gd_trvl_navi_drv_1d	143537,233474156,gd_cdm.dwd_gd_trvl_opposite_strategy_di,	gd_cdm.dws_gd_trvl_navi_drv_1d	143537	143537
gd_cdm.dws_gd_trvl_route_navi_etau_1d	143537,201892771,autonavi_navi.dwd_gd_trvl_car_penalty_combine_reroute_circle_drv_di,gd_ads.ads_gd_navi_feature_1d;143537,201892771,gd_cdm.dwd_gd_trvl_route_detour_di,gd_ads.ads_gd_navi_feature_1d	gd_cdm.dws_gd_trvl_route_navi_etau_1d	205682	205682
gd_cdm.main_tmp_pre_dwd_gd_trvl_circle_detail_di	106847,249539803,gd_cdm.dwd_gd_trvl_circle_detail_di,gd_cdm.tmp_dwd_gd_trvl_circle_detail_di;106847,249539803,gd_cdm.dwd_gd_trvl_circle_detail_di,gd_cdm.tmp_dwd_gd_trvl_circle_detail_di	gd_cdm.main_tmp_pre_dwd_gd_trvl_circle_detail_di	185394	185394
gd_cdm.start_reverse_tmp_pre_dwd_gd_trvl_circle_detail_di	106847,247065994,gd_cdm.dwd_gd_trvl_circle_detail_di,gd_cdm.tmp_dwd_gd_trvl_circle_detail_di;106847,247065994,gd_cdm.dwd_gd_trvl_circle_detail_di,gd_cdm.tmp_dwd_gd_trvl_circle_detail_di	gd_cdm.start_reverse_tmp_pre_dwd_gd_trvl_circle_detail_di	185394	185394
gd_cdm.tmp_dim_gd_link	093318,-,gd_cdm.dwd_gd_trvl_opposite_strategy_di,gd_cdm.dim_gd_link;093318,-,gd_cdm.dwd_gd_trvl_nopenalty_path_circle_di,gd_cdm.dim_gd_link;093318,-,autonavi_navi.dwd_gd_trvl_car_penalty_combine_reroute_circle_drv_di,gd_cdm.dim_gd_link;093318,-,autonavi_navi.dwd_gd_trvl_circle_detail_naviaction,gd_cdm.dim_gd_link	gd_cdm.tmp_dim_gd_link	091475	091475
gd_cdm.tmp_dwd_gd_trvl_arr_road_raw_quality_di_00	197257,180066282,autonavi_navi.dwd_gd_trvl_car_penalty_combine_reroute_circle_drv_di,autonavi_tinfo.gmatch_gd_trvl_arr_road_di;223879,134262442,gismonitor.yaw_user_match_dd,autonavi_tinfo.circle_choice_sample	gd_cdm.tmp_dwd_gd_trvl_arr_road_raw_quality_di_00	143537	143537
gd_cdm.tmp_dwd_gd_trvl_circle_detail_di	106847,245529452,gd_ads.ads_gd_trvl_change_toll_drv_1d,gd_cdm.dwd_gd_trvl_circle_detail_di;106847,245529452,gd_cdm.dwd_gd_trvl_cont_yaw_di,gd_cdm.dwd_gd_trvl_circle_detail_di;185394,263131727,autonavi_navi.dwd_gd_trvl_yaw_circle_route_valid_connect_drv_di_mid,gd_cdm.dwd_gd_trvl_circle_detail_di;106847,253469569,gd_cdm.dwd_gd_trvl_circle_detail_di,gd_cdm.tmp_dwd_gd_trvl_circle_detail_split_path_a_di;106847,245529452,gd_cdm.dwd_gd_trvl_circle_detail_di,;185394,263131727,gd_cdm.dwd_gd_trvl_cont_yaw_di,gd_cdm.dwd_gd_trvl_circle_detail_di;185394,263143055,gd_cdm.dwd_gd_trvl_circle_detail_di,gd_cdm.tmp_dwd_gd_trvl_circle_detail_split_path_a_di;185394,263131727,autonavi_navi.dwd_gd_trvl_circle_detail_naviaction,gd_cdm.dwd_gd_trvl_circle_detail_di;106847,245529452,gd_cdm.dwd_gd_trvl_route_detour_di,gd_cdm.dwd_gd_trvl_circle_detail_di;185394,263131727,gd_ads.ads_gd_trvl_change_toll_drv_1d,gd_cdm.dwd_gd_trvl_circle_detail_di;185394,263131727,gd_cdm.dwd_gd_trvl_route_detour_di,gd_cdm.dwd_gd_trvl_circle_detail_di;185394,263143055,gd_cdm.dwd_gd_trvl_circle_detail_di,gd_cdm.tmp_dwd_gd_trvl_circle_detail_split_path_a_di;106847,253469569,gd_cdm.dwd_gd_trvl_circle_detail_di,gd_cdm.tmp_dwd_gd_trvl_circle_detail_split_path_a_di;185394,263891418,gd_cdm.dwd_gd_trvl_circle_detail_di,gd_cdm.tmp_dwd_gd_trvl_circle_detail_split_path_b_di;106847,253481224,gd_cdm.dwd_gd_trvl_circle_detail_di,gd_cdm.tmp_dwd_gd_trvl_circle_detail_split_path_b_di;106847,245529452,autonavi_navi.dwd_gd_trvl_circle_detail_naviaction,gd_cdm.dwd_gd_trvl_circle_detail_di;106847,245529452,autonavi_navi.dwd_gd_trvl_yaw_circle_route_valid_connect_drv_di_mid,gd_cdm.dwd_gd_trvl_circle_detail_di;185394,263891418,gd_cdm.dwd_gd_trvl_circle_detail_di,gd_cdm.tmp_dwd_gd_trvl_circle_detail_split_path_b_di;185394,263131727,gd_cdm.dwd_gd_trvl_circle_detail_di,;106847,253481224,gd_cdm.dwd_gd_trvl_circle_detail_di,gd_cdm.tmp_dwd_gd_trvl_circle_detail_split_path_b_di	gd_cdm.tmp_dwd_gd_trvl_circle_detail_di	185394	185394
gd_cdm.tmp_dwd_gd_trvl_circle_detail_split_path_a_di	185394,263131727,gd_ads.ads_gd_trvl_change_toll_drv_1d,gd_cdm.dwd_gd_trvl_circle_detail_di;106847,245529452,gd_ads.ads_gd_trvl_change_toll_drv_1d,gd_cdm.dwd_gd_trvl_circle_detail_di;106847,245529452,autonavi_navi.dwd_gd_trvl_circle_detail_naviaction,gd_cdm.dwd_gd_trvl_circle_detail_di;185394,263131727,gd_cdm.dwd_gd_trvl_route_detour_di,gd_cdm.dwd_gd_trvl_circle_detail_di;106847,245529452,gd_cdm.dwd_gd_trvl_circle_detail_di,;106847,245529452,gd_cdm.dwd_gd_trvl_route_detour_di,gd_cdm.dwd_gd_trvl_circle_detail_di;106847,245529452,gd_cdm.dwd_gd_trvl_cont_yaw_di,gd_cdm.dwd_gd_trvl_circle_detail_di;185394,263131727,autonavi_navi.dwd_gd_trvl_yaw_circle_route_valid_connect_drv_di_mid,gd_cdm.dwd_gd_trvl_circle_detail_di;205682,265436755,autonavi_navi.dwd_gd_trvl_car_penalty_combine_reroute_circle_drv_di,gd_cdm.dwd_gd_trvl_circle_tag_di;185394,263131727,gd_cdm.dwd_gd_trvl_circle_detail_di,;106847,245529452,autonavi_navi.dwd_gd_trvl_yaw_circle_route_valid_connect_drv_di_mid,gd_cdm.dwd_gd_trvl_circle_detail_di;185394,263131727,autonavi_navi.dwd_gd_trvl_circle_detail_naviaction,gd_cdm.dwd_gd_trvl_circle_detail_di;185394,263131727,gd_cdm.dwd_gd_trvl_cont_yaw_di,gd_cdm.dwd_gd_trvl_circle_detail_di;185394,254396260,gd_cdm.dwd_gd_trvl_circle_detail_di,gd_cdm.tmp_dwd_gd_trvl_circle_detail_split_path_a_di2	gd_cdm.tmp_dwd_gd_trvl_circle_detail_split_path_a_di	185394	185394
gd_cdm.tmp_dwd_gd_trvl_circle_detail_split_path_a_di2	106847,245529452,gd_cdm.dwd_gd_trvl_cont_yaw_di,gd_cdm.dwd_gd_trvl_circle_detail_di;106847,245529452,gd_cdm.dwd_gd_trvl_circle_detail_di,;106847,245529452,autonavi_navi.dwd_gd_trvl_circle_detail_naviaction,gd_cdm.dwd_gd_trvl_circle_detail_di;106847,245529452,autonavi_navi.dwd_gd_trvl_yaw_circle_route_valid_connect_drv_di_mid,gd_cdm.dwd_gd_trvl_circle_detail_di;106847,245529452,gd_ads.ads_gd_trvl_change_toll_drv_1d,gd_cdm.dwd_gd_trvl_circle_detail_di;106847,245529452,gd_cdm.dwd_gd_trvl_route_detour_di,gd_cdm.dwd_gd_trvl_circle_detail_di	gd_cdm.tmp_dwd_gd_trvl_circle_detail_split_path_a_di2	185394	185394
gd_cdm.tmp_dwd_gd_trvl_circle_detail_split_path_b_di	106847,245529452,autonavi_navi.dwd_gd_trvl_yaw_circle_route_valid_connect_drv_di_mid,gd_cdm.dwd_gd_trvl_circle_detail_di;106847,245529452,gd_cdm.dwd_gd_trvl_circle_detail_di,;185394,263131727,autonavi_navi.dwd_gd_trvl_circle_detail_naviaction,gd_cdm.dwd_gd_trvl_circle_detail_di;185394,263131727,gd_ads.ads_gd_trvl_change_toll_drv_1d,gd_cdm.dwd_gd_trvl_circle_detail_di;185394,263131727,gd_cdm.dwd_gd_trvl_route_detour_di,gd_cdm.dwd_gd_trvl_circle_detail_di;106847,245529452,gd_cdm.dwd_gd_trvl_cont_yaw_di,gd_cdm.dwd_gd_trvl_circle_detail_di;185394,263131727,autonavi_navi.dwd_gd_trvl_yaw_circle_route_valid_connect_drv_di_mid,gd_cdm.dwd_gd_trvl_circle_detail_di;185394,263131727,gd_cdm.dwd_gd_trvl_circle_detail_di,;185394,263131727,gd_cdm.dwd_gd_trvl_cont_yaw_di,gd_cdm.dwd_gd_trvl_circle_detail_di;106847,245529452,autonavi_navi.dwd_gd_trvl_circle_detail_naviaction,gd_cdm.dwd_gd_trvl_circle_detail_di;205682,265436755,autonavi_navi.dwd_gd_trvl_car_penalty_combine_reroute_circle_drv_di,gd_cdm.dwd_gd_trvl_circle_tag_di;106847,245529452,gd_ads.ads_gd_trvl_change_toll_drv_1d,gd_cdm.dwd_gd_trvl_circle_detail_di;106847,245529452,gd_cdm.dwd_gd_trvl_route_detour_di,gd_cdm.dwd_gd_trvl_circle_detail_di	gd_cdm.tmp_dwd_gd_trvl_circle_detail_split_path_b_di	185394	185394
gd_cdm.tmp_no_penalty_all_case	143537,230571548,gd_cdm.dwd_gd_trvl_nopenalty_path_circle_di,;143537,231508056,gd_cdm.dwd_gd_trvl_nopenalty_path_circle_di,autonavi_navi.dwd_gd_trvl_nopenalty_route_drv_di	gd_cdm.tmp_no_penalty_all_case	143537	143537
gd_ods.imp_s_workingorder	350347,258694697,gd_ads.dws_gd_trvl_diversity_bad_di,gd_cdm.dim_gd_trvl_navi_di;350347,258694697,autonavi_navi.dwd_gd_trvl_yaw_circle_route_valid_connect_drv_di_mid,gd_cdm.dim_gd_trvl_navi_di;350347,258694697,gd_cdm.dwd_gd_trvl_cont_yaw_di,gd_cdm.dim_gd_trvl_navi_di;350347,258694697,autonavi_navi.dwd_gd_trvl_car_penalty_combine_reroute_circle_drv_di,gd_cdm.dim_gd_trvl_navi_di	gd_ods.imp_s_workingorder	266321	266321
gd_ods.s_actual_capacity	029023,137736900,gismonitor.yaw_user_match_dd,autonavi_tinfo.basic_link_info2	gd_ods.s_actual_capacity	143116	143116
gd_ods.s_drive_recaller_penalty	165637,203891548,gd_cdm.dwd_gd_trvl_route_detour_di,autonavi_navi.dwd_gd_trvl_car_nds_high_penalty_drv_di;205682,248348411,gismonitor.yaw_user_match_dd,gd_cdm.dwd_gd_link_pair_ext;205682,248348411,autonavi_navi.dwd_gd_trvl_yaw_circle_route_valid_connect_drv_di_mid,gd_cdm.dwd_gd_link_pair_ext;205682,248348411,autonavi_navi.dwd_gd_trvl_car_penalty_combine_reroute_circle_drv_di,gd_cdm.dwd_gd_link_pair_ext	gd_ods.s_drive_recaller_penalty	350347	350347
gd_ods.s_drive_recaller_penalty_dynamic	165637,203891548,gd_cdm.dwd_gd_trvl_route_detour_di,autonavi_navi.dwd_gd_trvl_car_dynamic_high_penalty_drv_di	gd_ods.s_drive_recaller_penalty_dynamic	350347	350347
gd_ods.s_drive_recaller_turn_cost	168848,254108588,autonavi_navi.dwd_gd_trvl_circle_detail_naviaction,	gd_ods.s_drive_recaller_turn_cost	341565	341565
gd_ods.s_drive_routing_abnormal_dect	185394,226426913,gd_cdm.dwd_gd_trvl_highway_di,	gd_ods.s_drive_routing_abnormal_dect	350347	350347
gd_ods.s_drive_routing_abnormal_dect_hh	350347,200582246,gd_cdm.dwd_gd_trvl_highway_di,gd_ods.s_drive_routing_abnormal_dect	gd_ods.s_drive_routing_abnormal_dect_hh	350347	350347
gd_ods.s_drive_routing_cost	205682,259594044,gd_cdm.dwd_gd_trvl_route_detour_di,gd_cdm.dim_gd_link_pair_ext;205682,259594044,autonavi_navi.dwd_gd_trvl_car_penalty_combine_reroute_circle_drv_di,gd_cdm.dim_gd_link_pair_ext;205682,248348411,autonavi_navi.dwd_gd_trvl_yaw_circle_route_valid_connect_drv_di_mid,gd_cdm.dwd_gd_link_pair_ext;205682,248348411,gismonitor.yaw_user_match_dd,gd_cdm.dwd_gd_link_pair_ext;205682,259594044,gd_cdm.dwd_gd_trvl_cont_yaw_di,gd_cdm.dim_gd_link_pair_ext;205682,259594044,autonavi_navi.dwd_gd_trvl_yaw_circle_route_valid_connect_drv_di_mid,gd_cdm.dim_gd_link_pair_ext;205682,248348411,autonavi_navi.dwd_gd_trvl_car_penalty_combine_reroute_circle_drv_di,gd_cdm.dwd_gd_link_pair_ext	gd_ods.s_drive_routing_cost	205682	205682
gd_ods.s_gd_poi_base	143116,101190837,autonavi_navi.dwd_gd_trvl_car_penalty_combine_reroute_circle_drv_di,gd_cdm.dim_gd_poi	gd_ods.s_gd_poi_base	143116	143116
gd_ods.s_m_aat	205682,248348411,autonavi_navi.dwd_gd_trvl_car_penalty_combine_reroute_circle_drv_di,gd_cdm.dwd_gd_link_pair_ext;205682,259594044,gd_cdm.dwd_gd_trvl_route_detour_di,gd_cdm.dim_gd_link_pair_ext;205682,259594044,autonavi_navi.dwd_gd_trvl_yaw_circle_route_valid_connect_drv_di_mid,gd_cdm.dim_gd_link_pair_ext;205682,259594044,autonavi_navi.dwd_gd_trvl_car_penalty_combine_reroute_circle_drv_di,gd_cdm.dim_gd_link_pair_ext;143116,117162567,autonavi_navi.dwd_gd_trvl_car_penalty_combine_reroute_circle_drv_di,gd_cdm.dim_gd_link_pair_1st_ver;143116,117162567,autonavi_navi.dwd_gd_trvl_yaw_circle_route_valid_connect_drv_di_mid,gd_cdm.dim_gd_link_pair_1st_ver;143116,117162567,gd_cdm.dwd_gd_trvl_route_detour_di,gd_cdm.dim_gd_link_pair_1st_ver;205682,248348411,gismonitor.yaw_user_match_dd,gd_cdm.dwd_gd_link_pair_ext;205682,248348411,autonavi_navi.dwd_gd_trvl_yaw_circle_route_valid_connect_drv_di_mid,gd_cdm.dwd_gd_link_pair_ext;205682,259594044,gd_cdm.dwd_gd_trvl_cont_yaw_di,gd_cdm.dim_gd_link_pair_ext	gd_ods.s_m_aat	143116	143116
gd_ods.s_navi_route_debug_trace	143537,204001054,gd_cdm.dwd_gd_trvl_circle_detail_di,autonavi_navi.dwd_gd_trvl_car_navi_route_path_penalty_drv_di;143537,204001054,gd_cdm.dwd_gd_trvl_circle_detail_di,autonavi_navi.dwd_gd_trvl_car_navi_route_path_penalty_drv_di;205682,114650474,gd_cdm.dwd_gd_trvl_alley_5link_di,gd_cdm.dwd_gd_trvl_route_path_drv_di;143537,231445623,gd_cdm.dwd_gd_trvl_nopenalty_path_circle_di,gd_cdm.tmp_no_penalty_all_case;143537,203992510,gd_cdm.dwd_gd_trvl_circle_detail_di,autonavi_navi.dwd_gd_trvl_car_navi_trail_penalty_drv_di;143537,203992510,gd_cdm.dwd_gd_trvl_circle_detail_di,autonavi_navi.dwd_gd_trvl_car_navi_trail_penalty_drv_di;350347,212109404,gd_cdm.dwd_gd_trvl_route_detour_di,gd_cdm.dwd_gd_trvl_navi_trail_log_di;350347,212109404,gd_cdm.dwd_gd_trvl_circle_detail_di,gd_cdm.dwd_gd_trvl_navi_trail_log_di;350347,212109404,gd_cdm.dwd_gd_trvl_circle_detail_di,gd_cdm.dwd_gd_trvl_navi_trail_log_di;205682,114650474,gd_cdm.dwd_gd_trvl_opposite_strategy_di,gd_cdm.dwd_gd_trvl_route_path_drv_di	gd_ods.s_navi_route_debug_trace	186680	186680
gd_ods.s_navi_route_nds_route	143537,203544688,autonavi_navi.dwd_gd_trvl_yaw_circle_route_valid_connect_drv_di_mid,autonavi_navi.dwd_gd_trvl_yaw_circle_route_valid_connect_drv_di;143537,230571548,gd_cdm.dwd_gd_trvl_nopenalty_path_circle_di,	gd_ods.s_navi_route_nds_route	205682	205682
gd_ods.s_navi_route_nds_route_hh	205682,101435145,gd_cdm.dwd_gd_trvl_nopenalty_path_circle_di,gd_ods.s_navi_route_nds_route	gd_ods.s_navi_route_nds_route_hh	205682	205682
gd_ods.s_navi_speedrank	186680,101556324,gd_cdm.dwd_gd_trvl_route_detour_di,gd_cdm.dwd_gd_trvl_navi_drv_di;186680,101556324,gd_cdm.dwd_gd_trvl_opposite_strategy_di,gd_cdm.dwd_gd_trvl_navi_drv_di	gd_ods.s_navi_speedrank	143537	143537
gd_ods.s_node	205682,248348411,autonavi_navi.dwd_gd_trvl_yaw_circle_route_valid_connect_drv_di_mid,gd_cdm.dwd_gd_link_pair_ext;205682,248348411,gismonitor.yaw_user_match_dd,gd_cdm.dwd_gd_link_pair_ext;143116,117162567,autonavi_navi.dwd_gd_trvl_car_penalty_combine_reroute_circle_drv_di,gd_cdm.dim_gd_link_pair_1st_ver;201598,247234172,autonavi_navi.dwd_gd_trvl_circle_bad_action_ind,autonavi_navi.dwd_gd_trvl_circle_detail_basic_info;201598,247234172,autonavi_navi.dwd_gd_trvl_circle_parallel_cross_ind,autonavi_navi.dwd_gd_trvl_circle_detail_basic_info;205682,248348411,autonavi_navi.dwd_gd_trvl_car_penalty_combine_reroute_circle_drv_di,gd_cdm.dwd_gd_link_pair_ext;143116,117162567,autonavi_navi.dwd_gd_trvl_yaw_circle_route_valid_connect_drv_di_mid,gd_cdm.dim_gd_link_pair_1st_ver;143116,117162567,gd_cdm.dwd_gd_trvl_route_detour_di,gd_cdm.dim_gd_link_pair_1st_ver;205682,270308224,gd_cdm.dwd_gd_trvl_alley_5link_di,	gd_ods.s_node	143116	143116
gd_ods.s_path_info	185394,269927063,gd_ads.ads_gd_trvl_3bad_4bad_di,	gd_ods.s_path_info	185394	185394
gd_ods.s_path_info_mm	185394,267457695,gd_ads.ads_gd_trvl_3bad_4bad_di,gd_ods.s_path_info	gd_ods.s_path_info_mm	185394	185394
gd_ods.s_roadfurniture	143537,204207260,autonavi_navi.dwd_gd_trvl_yaw_circle_route_valid_connect_drv_di_mid,autonavi_navi.dwd_gd_trvl_car_penalty_combine_reroute_circle_drv_di;143537,204207260,autonavi_navi.dwd_gd_trvl_car_penalty_combine_reroute_circle_drv_di,	gd_ods.s_roadfurniture	143116	143116
gd_ods.s_route_info_mm	205682,101539611,gd_cdm.dwd_gd_trvl_highway_di,gd_cdm.dwd_gd_trvl_route_drv_di;205682,101539611,autonavi_navi.dwd_gd_trvl_car_penalty_combine_reroute_circle_drv_di,gd_cdm.dwd_gd_trvl_route_drv_di;205682,101539611,gismonitor.yaw_user_match_dd,gd_cdm.dwd_gd_trvl_route_drv_di;205682,101539611,gd_cdm.dwd_gd_trvl_alley_5link_di,gd_cdm.dwd_gd_trvl_route_drv_di;205682,101539611,autonavi_navi.dwd_gd_trvl_yaw_circle_route_valid_connect_drv_di_mid,gd_cdm.dwd_gd_trvl_route_drv_di;205682,101539611,gd_ads.ads_gd_trvl_change_toll_drv_1d,gd_cdm.dwd_gd_trvl_route_drv_di;205682,101539611,gd_ads.ads_gd_trvl_3bad_4bad_di,gd_cdm.dwd_gd_trvl_route_drv_di	gd_ods.s_route_info_mm	185394	185394
gd_ods.s_rule	205682,259594044,gd_cdm.dwd_gd_trvl_route_detour_di,gd_cdm.dim_gd_link_pair_ext;205682,248348411,autonavi_navi.dwd_gd_trvl_car_penalty_combine_reroute_circle_drv_di,gd_cdm.dwd_gd_link_pair_ext;205682,248348411,autonavi_navi.dwd_gd_trvl_yaw_circle_route_valid_connect_drv_di_mid,gd_cdm.dwd_gd_link_pair_ext;143116,117162567,autonavi_navi.dwd_gd_trvl_yaw_circle_route_valid_connect_drv_di_mid,gd_cdm.dim_gd_link_pair_1st_ver;205682,248348411,gismonitor.yaw_user_match_dd,gd_cdm.dwd_gd_link_pair_ext;143116,117162567,autonavi_navi.dwd_gd_trvl_car_penalty_combine_reroute_circle_drv_di,gd_cdm.dim_gd_link_pair_1st_ver;205682,259594044,autonavi_navi.dwd_gd_trvl_car_penalty_combine_reroute_circle_drv_di,gd_cdm.dim_gd_link_pair_ext;205682,259594044,gd_cdm.dwd_gd_trvl_cont_yaw_di,gd_cdm.dim_gd_link_pair_ext;143116,117162567,gd_cdm.dwd_gd_trvl_route_detour_di,gd_cdm.dim_gd_link_pair_1st_ver;205682,259594044,autonavi_navi.dwd_gd_trvl_yaw_circle_route_valid_connect_drv_di_mid,gd_cdm.dim_gd_link_pair_ext	gd_ods.s_rule	143116	143116
gd_ods.s_s_aat	205682,248348411,autonavi_navi.dwd_gd_trvl_car_penalty_combine_reroute_circle_drv_di,gd_cdm.dwd_gd_link_pair_ext;205682,248348411,autonavi_navi.dwd_gd_trvl_yaw_circle_route_valid_connect_drv_di_mid,gd_cdm.dwd_gd_link_pair_ext;205682,248348411,gismonitor.yaw_user_match_dd,gd_cdm.dwd_gd_link_pair_ext	gd_ods.s_s_aat	143116	143116
gd_ods.s_speedcamera	205682,248348411,gismonitor.yaw_user_match_dd,gd_cdm.dwd_gd_link_pair_ext;205682,248348411,autonavi_navi.dwd_gd_trvl_yaw_circle_route_valid_connect_drv_di_mid,gd_cdm.dwd_gd_link_pair_ext;205682,248348411,autonavi_navi.dwd_gd_trvl_car_penalty_combine_reroute_circle_drv_di,gd_cdm.dwd_gd_link_pair_ext	gd_ods.s_speedcamera	143116	143116
gd_ods.s_sy_node	205682,248348411,autonavi_navi.dwd_gd_trvl_yaw_circle_route_valid_connect_drv_di_mid,gd_cdm.dwd_gd_link_pair_ext;143116,117162567,gd_cdm.dwd_gd_trvl_route_detour_di,gd_cdm.dim_gd_link_pair_1st_ver;143116,117162567,autonavi_navi.dwd_gd_trvl_car_penalty_combine_reroute_circle_drv_di,gd_cdm.dim_gd_link_pair_1st_ver;143116,117162567,autonavi_navi.dwd_gd_trvl_yaw_circle_route_valid_connect_drv_di_mid,gd_cdm.dim_gd_link_pair_1st_ver;205682,248348411,autonavi_navi.dwd_gd_trvl_car_penalty_combine_reroute_circle_drv_di,gd_cdm.dwd_gd_link_pair_ext;205682,248348411,gismonitor.yaw_user_match_dd,gd_cdm.dwd_gd_link_pair_ext	gd_ods.s_sy_node	143116	143116
gd_ods.s_sym_aat	205682,259594044,gd_cdm.dwd_gd_trvl_route_detour_di,gd_cdm.dim_gd_link_pair_ext;205682,259594044,autonavi_navi.dwd_gd_trvl_yaw_circle_route_valid_connect_drv_di_mid,gd_cdm.dim_gd_link_pair_ext;205682,259594044,autonavi_navi.dwd_gd_trvl_car_penalty_combine_reroute_circle_drv_di,gd_cdm.dim_gd_link_pair_ext;205682,259594044,gd_cdm.dwd_gd_trvl_cont_yaw_di,gd_cdm.dim_gd_link_pair_ext;205682,248348411,gismonitor.yaw_user_match_dd,gd_cdm.dwd_gd_link_pair_ext;205682,248348411,autonavi_navi.dwd_gd_trvl_car_penalty_combine_reroute_circle_drv_di,gd_cdm.dwd_gd_link_pair_ext;205682,248348411,autonavi_navi.dwd_gd_trvl_yaw_circle_route_valid_connect_drv_di_mid,gd_cdm.dwd_gd_link_pair_ext	gd_ods.s_sym_aat	143116	143116
gd_ods.s_sys_aat	205682,248348411,gismonitor.yaw_user_match_dd,gd_cdm.dwd_gd_link_pair_ext;205682,248348411,autonavi_navi.dwd_gd_trvl_yaw_circle_route_valid_connect_drv_di_mid,gd_cdm.dwd_gd_link_pair_ext;205682,248348411,autonavi_navi.dwd_gd_trvl_car_penalty_combine_reroute_circle_drv_di,gd_cdm.dwd_gd_link_pair_ext	gd_ods.s_sys_aat	143116	143116
gd_ods.s_tt_drive_routing_pre_cost_tt4	341565,247363525,autonavi_navi.dwd_gd_trvl_circle_detail_naviaction,gd_ods.s_drive_recaller_turn_cost	gd_ods.s_tt_drive_routing_pre_cost_tt4	205682	205682
gismonitor.highway_link_chain_details	194251,237513542,gismonitor.yaw_user_match_dd,gismonitor.highway_rhombus_road	gismonitor.highway_link_chain_details	194251	194251
gismonitor.highway_rhombus_road	194251,225956898,gismonitor.yaw_user_match_dd,	gismonitor.highway_rhombus_road	194251	194251
gismonitor.yaw_high_agg_fy24	194251,225956898,gismonitor.yaw_user_match_dd,	gismonitor.yaw_high_agg_fy24	194251	194251
gismonitor.yaw_ratio_link_match_dd_v2	194251,261846125,gismonitor.yaw_user_match_dd,gismonitor.yaw_high_agg_fy24;194251,254059088,gismonitor.yaw_user_match_dd,gismonitor.yaw_ratio_link_match_mm_v2	gismonitor.yaw_ratio_link_match_dd_v2	194251	194251
gismonitor.yaw_ratio_link_match_hh_v2	194251,261846125,gismonitor.yaw_user_match_dd,gismonitor.yaw_high_agg_fy24	gismonitor.yaw_ratio_link_match_hh_v2	194251	194251
gismonitor.yaw_ratio_link_match_mm_v2	194251,225956898,gismonitor.yaw_user_match_dd,	gismonitor.yaw_ratio_link_match_mm_v2	194251	194251
